Unnamed: 0,timestamp,Username,no. of likes,no. of comments,ID,food,cuisine,no. of scrapped comments,sentiment score,no. of followers (thousands)
797,28/6/2020,thesilverchef,331,3,797,,,3,0.362133333,48.6
798,27/6/2020,thesilverchef,308,5,798,,,5,0.21392,48.6
799,27/6/2020,thesilverchef,998,14,799,,,9,0.264611111,48.6
800,27/6/2020,thesilverchef,242,0,800,,,1,0,48.6
801,26/6/2020,thesilverchef,387,15,801,,,6,0.330516667,48.6
802,26/6/2020,thesilverchef,803,18,802,,,7,0.270042857,48.6
803,26/6/2020,thesilverchef,488,10,803,popiah,Chinese,5,0.31086,48.6
804,25/6/2020,thesilverchef,529,3,804,,,2,0,48.6
805,25/6/2020,thesilverchef,508,3,805,salted egg,Snacks,3,0.5642,48.6
806,25/6/2020,thesilverchef,258,2,806,,,2,0,48.6
807,24/6/2020,thesilverchef,367,4,807,rib,Western,2,0.4298,48.6
808,24/6/2020,thesilverchef,388,3,808,popiah,Chinese,3,0.4574,48.6
809,24/6/2020,thesilverchef,337,1,809,,,1,0.5859,48.6
810,23/6/2020,thesilverchef,391,3,810,,,3,0.336933333,48.6
811,23/6/2020,thesilverchef,533,4,811,,,4,0.2989,48.6
812,23/6/2020,thesilverchef,345,6,812,,,4,0.254875,48.6
813,22/6/2020,thesilverchef,359,5,813,,,3,0.564833333,48.6
814,22/6/2020,thesilverchef,820,12,814,,,7,0.3124,48.6
815,22/6/2020,thesilverchef,350,0,815,,,1,0,48.6
816,21/6/2020,thesilverchef,425,3,816,rib,Western,3,0.492833333,48.6
817,21/6/2020,thesilverchef,323,4,817,rib,Western,2,0.7135,48.6
818,21/6/2020,thesilverchef,647,14,818,sambal,Malay,12,0.047483333,48.6
819,21/6/2020,thesilverchef,336,4,819,kopi,Drinks and beverages,4,0.1101,48.6
820,20/6/2020,thesilverchef,439,3,820,,,3,0,48.6
821,20/6/2020,thesilverchef,666,11,821,,,7,0.273814286,48.6
822,20/6/2020,thesilverchef,222,1,822,,,1,0,48.6
823,19/6/2020,thesilverchef,500,13,823,hokkien mee,Chinese,8,0.0762875,48.6
824,19/6/2020,thesilverchef,266,6,824,,,4,0.1721,48.6
825,19/6/2020,thesilverchef,397,4,825,,,4,0.361525,48.6
826,18/6/2020,thesilverchef,274,3,826,rib,Western,2,0.90105,48.6
827,18/6/2020,thesilverchef,344,11,827,assam pedas,Malay,4,0.6092,48.6
828,18/6/2020,thesilverchef,555,14,828,,,12,0.3123,48.6
829,17/6/2020,thesilverchef,502,5,829,ramen,Japanese,4,0.22455,48.6
830,17/6/2020,thesilverchef,955,15,830,tofu,Japanese,9,0.325222222,48.6
831,17/6/2020,thesilverchef,390,8,831,,,6,0.521583333,48.6
832,16/6/2020,thesilverchef,488,7,832,,,7,0.205685714,48.6
833,16/6/2020,thesilverchef,1063,21,833,tofu,Japanese,10,0.37577,48.6
834,16/6/2020,thesilverchef,313,9,834,,,5,0,48.6
835,15/6/2020,thesilverchef,394,10,835,chilli crab,Seafood,3,0.358133333,48.6
836,15/6/2020,thesilverchef,796,26,836,,,15,0.310973333,48.6
837,15/6/2020,thesilverchef,383,8,837,,,2,0,48.6
838,15/6/2020,thesilverchef,347,10,838,,,5,0.14122,48.6
839,14/6/2020,thesilverchef,866,14,839,wagyu,Japanese,5,0.29878,48.6
840,14/6/2020,thesilverchef,323,3,840,,,2,0.6936,48.6
841,14/6/2020,thesilverchef,456,7,841,hokkien mee,Chinese,2,0.6373,48.6
842,14/6/2020,thesilverchef,468,5,842,,,5,0.33236,48.6
843,13/6/2020,thesilverchef,645,14,843,kuih,,9,0.2894,48.6
844,13/6/2020,thesilverchef,336,2,844,,,2,0.6626,48.6
845,13/6/2020,thesilverchef,1009,10,845,,,10,0.33313,48.6
846,12/6/2020,thesilverchef,403,7,846,,,4,0.13785,48.6
847,12/6/2020,thesilverchef,1325,36,847,,,19,0.298936842,48.6
848,12/6/2020,thesilverchef,596,13,848,,,11,0.418763636,48.6
849,11/6/2020,thesilverchef,281,6,849,,,3,0.1998,48.6
850,11/6/2020,thesilverchef,754,19,850,,,10,0.36782,48.6
851,11/6/2020,thesilverchef,555,2,851,popiah,Chinese,2,0,48.6
852,11/6/2020,thesilverchef,258,1,852,,,1,0,48.6
853,30/6/2020,thesilverchef,679,2,853,,,2,0.5719,48.6
854,30/6/2020,thesilverchef,497,7,854,,,4,0.345875,48.6
855,30/6/2020,thesilverchef,562,24,855,,,8,0.3995375,48.6
856,29/6/2020,thesilverchef,242,0,856,,,1,0,48.6
857,29/6/2020,thesilverchef,1127,20,857,,,11,0.222272727,48.6
858,29/6/2020,thesilverchef,322,5,858,,,4,0.409575,48.6
859,28/6/2020,thesilverchef,604,3,859,,,3,0.343566667,48.6
860,28/6/2020,thesilverchef,1236,31,860,,,18,0.223444444,48.6
861,28/6/2020,thesilverchef,331,3,861,,,3,0.362133333,48.6
862,27/6/2020,thesilverchef,308,5,862,,,5,0.21392,48.6
863,27/6/2020,thesilverchef,998,14,863,,,9,0.264611111,48.6
864,27/6/2020,thesilverchef,242,0,864,,,1,0,48.6
865,26/6/2020,thesilverchef,387,15,865,,,6,0.330516667,48.6
866,26/6/2020,thesilverchef,803,18,866,,,7,0.270042857,48.6
867,26/6/2020,thesilverchef,488,10,867,popiah,Chinese,5,0.31086,48.6
868,25/6/2020,thesilverchef,529,3,868,,,2,0,48.6
869,25/6/2020,thesilverchef,508,3,869,salted egg,Snacks,3,0.5642,48.6
870,25/6/2020,thesilverchef,258,2,870,,,2,0,48.6
871,24/6/2020,thesilverchef,367,4,871,rib,Western,2,0.4298,48.6
872,24/6/2020,thesilverchef,388,3,872,popiah,Chinese,3,0.4574,48.6
873,24/6/2020,thesilverchef,337,1,873,,,1,0.5859,48.6
874,23/6/2020,thesilverchef,391,3,874,,,3,0.336933333,48.6
875,23/6/2020,thesilverchef,533,4,875,,,4,0.2989,48.6
876,23/6/2020,thesilverchef,345,6,876,,,4,0.254875,48.6
877,22/6/2020,thesilverchef,359,5,877,,,3,0.564833333,48.6
878,22/6/2020,thesilverchef,820,12,878,,,7,0.3124,48.6
879,22/6/2020,thesilverchef,350,0,879,,,1,0,48.6
880,21/6/2020,thesilverchef,425,3,880,rib,Western,3,0.492833333,48.6
881,21/6/2020,thesilverchef,323,4,881,rib,Western,2,0.7135,48.6
882,21/6/2020,thesilverchef,647,14,882,sambal,Malay,12,0.047483333,48.6
883,21/6/2020,thesilverchef,336,4,883,kopi,Drinks and beverages,4,0.1101,48.6
884,20/6/2020,thesilverchef,439,3,884,,,3,0,48.6
885,20/6/2020,thesilverchef,666,11,885,,,7,0.273814286,48.6
886,20/6/2020,thesilverchef,222,1,886,,,1,0,48.6
887,19/6/2020,thesilverchef,500,13,887,hokkien mee,Chinese,8,0.0762875,48.6
888,19/6/2020,thesilverchef,266,6,888,,,4,0.1721,48.6
889,19/6/2020,thesilverchef,397,4,889,,,4,0.361525,48.6
890,18/6/2020,thesilverchef,274,3,890,rib,Western,2,0.90105,48.6
891,18/6/2020,thesilverchef,344,11,891,assam pedas,Malay,4,0.6092,48.6
892,18/6/2020,thesilverchef,555,14,892,,,12,0.3123,48.6
893,17/6/2020,thesilverchef,502,5,893,ramen,Japanese,4,0.22455,48.6
894,17/6/2020,thesilverchef,955,15,894,tofu,Japanese,9,0.325222222,48.6
895,17/6/2020,thesilverchef,390,8,895,,,6,0.521583333,48.6
896,16/6/2020,thesilverchef,488,7,896,,,7,0.205685714,48.6
897,16/6/2020,thesilverchef,1063,21,897,tofu,Japanese,10,0.37577,48.6
898,16/6/2020,thesilverchef,313,9,898,,,5,0,48.6
899,15/6/2020,thesilverchef,394,10,899,chilli crab,Seafood,3,0.358133333,48.6
900,15/6/2020,thesilverchef,796,26,900,,,15,0.310973333,48.6
901,15/6/2020,thesilverchef,383,8,901,,,2,0,48.6
902,15/6/2020,thesilverchef,347,10,902,,,5,0.14122,48.6
903,14/6/2020,thesilverchef,866,14,903,wagyu,Japanese,5,0.29878,48.6
904,14/6/2020,thesilverchef,323,3,904,,,2,0.6936,48.6
905,14/6/2020,thesilverchef,456,7,905,hokkien mee,Chinese,2,0.6373,48.6
906,14/6/2020,thesilverchef,468,5,906,,,5,0.33236,48.6
907,13/6/2020,thesilverchef,645,14,907,kuih,,9,0.2894,48.6
908,13/6/2020,thesilverchef,336,2,908,,,2,0.6626,48.6
909,13/6/2020,thesilverchef,1009,10,909,,,10,0.33313,48.6
910,12/6/2020,thesilverchef,403,7,910,,,4,0.13785,48.6
911,12/6/2020,thesilverchef,1325,36,911,,,19,0.298936842,48.6
912,12/6/2020,thesilverchef,596,13,912,,,11,0.418763636,48.6
913,11/6/2020,thesilverchef,281,6,913,,,3,0.1998,48.6
914,11/6/2020,thesilverchef,754,19,914,,,10,0.36782,48.6
915,11/6/2020,thesilverchef,555,2,915,popiah,Chinese,2,0,48.6
916,11/6/2020,thesilverchef,258,1,916,,,1,0,48.6
917,10/6/2020,thesilverchef,388,2,917,,,1,0.8912,48.6
918,10/6/2020,thesilverchef,864,20,918,,,10,0.08339,48.6
919,10/6/2020,thesilverchef,428,1,919,rojak,Cross-cultural,1,0.836,48.6
920,9/6/2020,thesilverchef,313,5,920,,,3,0.410233333,48.6
921,9/6/2020,thesilverchef,371,13,921,,,5,0.3587,48.6
922,9/6/2020,thesilverchef,461,18,922,kopi,Drinks and beverages,9,0.136566667,48.6
923,8/6/2020,thesilverchef,459,2,923,rib,Western,1,0,48.6
924,8/6/2020,thesilverchef,666,25,924,,,15,0.348493333,48.6
925,8/6/2020,thesilverchef,397,5,925,,,2,0.21765,48.6
926,25/6/2020,thesilverchef,508,3,926,salted egg,Snacks,3,0.5642,48.6
927,25/6/2020,thesilverchef,258,2,927,,,2,0,48.6
928,24/6/2020,thesilverchef,367,4,928,rib,Western,2,0.4298,48.6
929,24/6/2020,thesilverchef,388,3,929,popiah,Chinese,3,0.4574,48.6
930,24/6/2020,thesilverchef,337,1,930,,,1,0.5859,48.6
931,23/6/2020,thesilverchef,391,3,931,,,3,0.336933333,48.6
932,23/6/2020,thesilverchef,533,4,932,,,4,0.2989,48.6
933,23/6/2020,thesilverchef,345,6,933,,,4,0.254875,48.6
934,22/6/2020,thesilverchef,359,5,934,,,3,0.564833333,48.6
935,22/6/2020,thesilverchef,820,12,935,,,7,0.3124,48.6
936,22/6/2020,thesilverchef,350,0,936,,,1,0,48.6
937,21/6/2020,thesilverchef,425,3,937,rib,Western,3,0.492833333,48.6
938,21/6/2020,thesilverchef,323,4,938,rib,Western,2,0.7135,48.6
939,21/6/2020,thesilverchef,647,14,939,sambal,Malay,12,0.047483333,48.6
940,21/6/2020,thesilverchef,336,4,940,kopi,Drinks and beverages,4,0.1101,48.6
941,20/6/2020,thesilverchef,439,3,941,,,3,0,48.6
942,20/6/2020,thesilverchef,666,11,942,,,7,0.273814286,48.6
943,20/6/2020,thesilverchef,222,1,943,,,1,0,48.6
944,19/6/2020,thesilverchef,500,13,944,hokkien mee,Chinese,8,0.0762875,48.6
945,19/6/2020,thesilverchef,266,6,945,,,4,0.1721,48.6
946,19/6/2020,thesilverchef,397,4,946,,,4,0.361525,48.6
947,18/6/2020,thesilverchef,274,3,947,rib,Western,2,0.90105,48.6
948,18/6/2020,thesilverchef,344,11,948,assam pedas,Malay,4,0.6092,48.6
949,18/6/2020,thesilverchef,555,14,949,,,12,0.3123,48.6
950,17/6/2020,thesilverchef,502,5,950,ramen,Japanese,4,0.22455,48.6
951,17/6/2020,thesilverchef,955,15,951,tofu,Japanese,9,0.325222222,48.6
952,17/6/2020,thesilverchef,390,8,952,,,6,0.521583333,48.6
953,16/6/2020,thesilverchef,488,7,953,,,7,0.205685714,48.6
954,16/6/2020,thesilverchef,1063,21,954,tofu,Japanese,10,0.37577,48.6
955,16/6/2020,thesilverchef,313,9,955,,,5,0,48.6
956,15/6/2020,thesilverchef,394,10,956,chilli crab,Seafood,3,0.358133333,48.6
957,15/6/2020,thesilverchef,796,26,957,,,15,0.310973333,48.6
958,15/6/2020,thesilverchef,383,8,958,,,2,0,48.6
959,15/6/2020,thesilverchef,347,10,959,,,5,0.14122,48.6
960,14/6/2020,thesilverchef,866,14,960,wagyu,Japanese,5,0.29878,48.6
961,14/6/2020,thesilverchef,323,3,961,,,2,0.6936,48.6
962,14/6/2020,thesilverchef,456,7,962,hokkien mee,Chinese,2,0.6373,48.6
963,14/6/2020,thesilverchef,468,5,963,,,5,0.33236,48.6
964,13/6/2020,thesilverchef,645,14,964,kuih,,9,0.2894,48.6
965,13/6/2020,thesilverchef,336,2,965,,,2,0.6626,48.6
966,13/6/2020,thesilverchef,1009,10,966,,,10,0.33313,48.6
967,12/6/2020,thesilverchef,403,7,967,,,4,0.13785,48.6
968,12/6/2020,thesilverchef,1325,36,968,,,19,0.298936842,48.6
969,12/6/2020,thesilverchef,596,13,969,,,11,0.418763636,48.6
970,11/6/2020,thesilverchef,281,6,970,,,3,0.1998,48.6
971,11/6/2020,thesilverchef,754,19,971,,,10,0.36782,48.6
972,11/6/2020,thesilverchef,555,2,972,popiah,Chinese,2,0,48.6
973,11/6/2020,thesilverchef,258,1,973,,,1,0,48.6
974,10/6/2020,thesilverchef,388,2,974,,,1,0.8912,48.6
975,10/6/2020,thesilverchef,864,20,975,,,10,0.08339,48.6
976,10/6/2020,thesilverchef,428,1,976,rojak,Cross-cultural,1,0.836,48.6
977,9/6/2020,thesilverchef,313,5,977,,,3,0.410233333,48.6
978,9/6/2020,thesilverchef,371,13,978,,,5,0.3587,48.6
979,9/6/2020,thesilverchef,461,18,979,kopi,Drinks and beverages,9,0.136566667,48.6
980,8/6/2020,thesilverchef,459,2,980,rib,Western,1,0,48.6
981,8/6/2020,thesilverchef,666,25,981,,,15,0.348493333,48.6
982,8/6/2020,thesilverchef,397,5,982,,,2,0.21765,48.6
983,7/6/2020,thesilverchef,356,1,983,,,1,0,48.6
984,7/6/2020,thesilverchef,938,25,984,,,13,0.407946154,48.6
985,7/6/2020,thesilverchef,1213,36,985,,,17,0.183652941,48.6
986,6/6/2020,thesilverchef,447,2,986,udon,Japanese,1,0,48.6
987,6/6/2020,thesilverchef,365,4,987,,,2,0,48.6
988,6/6/2020,thesilverchef,685,22,988,,,11,0.106481818,48.6
989,5/6/2020,thesilverchef,653,10,989,,,7,0.491814286,48.6
990,5/6/2020,thesilverchef,520,5,990,rib,Western,1,0,48.6
991,5/6/2020,thesilverchef,364,0,991,,,1,0,48.6
992,4/6/2020,thesilverchef,503,5,992,rib,Western,4,0.45695,48.6
993,4/6/2020,thesilverchef,332,11,993,,,6,0.16285,48.6
994,4/6/2020,thesilverchef,626,7,994,,,6,0.147983333,48.6
995,3/6/2020,thesilverchef,678,22,995,salted egg,Snacks,7,0.137257143,48.6
996,3/6/2020,thesilverchef,359,4,996,bak kut teh,Chinese,3,0.203966667,48.6
997,3/6/2020,thesilverchef,438,13,997,,,4,0.556625,48.6
998,2/6/2020,thesilverchef,913,18,998,,,12,0.256033333,48.6
999,2/6/2020,thesilverchef,1200,20,999,,,13,0.255907692,48.6
1000,2/6/2020,thesilverchef,537,10,1000,,,6,0.197183333,48.6
1001,1/6/2020,thesilverchef,428,9,1001,,,4,0.291375,48.6
1002,1/6/2020,thesilverchef,595,4,1002,,,3,0,48.6
1003,1/6/2020,thesilverchef,288,1,1003,,,1,0.5859,48.6
1004,31/5/2020,thesilverchef,739,9,1004,,,4,0.460475,48.6
1005,31/5/2020,thesilverchef,1192,18,1005,udon,Japanese,11,0.195236364,48.6
1006,31/5/2020,thesilverchef,435,4,1006,,,3,0.2123,48.6
1007,31/5/2020,thesilverchef,353,0,1007,,,1,0,48.6
1008,30/5/2020,thesilverchef,461,4,1008,,,3,0,48.6
1009,30/5/2020,thesilverchef,557,23,1009,rib,Western,14,0.371407143,48.6
1010,8/6/2020,thesilverchef,459,2,1010,rib,Western,1,0,48.6
1011,8/6/2020,thesilverchef,666,25,1011,,,15,0.348493333,48.6
1012,8/6/2020,thesilverchef,397,5,1012,,,2,0.21765,48.6
1013,7/6/2020,thesilverchef,356,1,1013,,,1,0,48.6
1014,7/6/2020,thesilverchef,938,25,1014,,,13,0.407946154,48.6
1015,7/6/2020,thesilverchef,1213,36,1015,,,17,0.183652941,48.6
1016,6/6/2020,thesilverchef,447,2,1016,udon,Japanese,1,0,48.6
1017,6/6/2020,thesilverchef,365,4,1017,,,2,0,48.6
1018,6/6/2020,thesilverchef,685,22,1018,,,11,0.106481818,48.6
1019,5/6/2020,thesilverchef,653,10,1019,,,7,0.491814286,48.6
1020,5/6/2020,thesilverchef,520,5,1020,rib,Western,1,0,48.6
1021,5/6/2020,thesilverchef,364,0,1021,,,1,0,48.6
1022,4/6/2020,thesilverchef,503,5,1022,rib,Western,4,0.45695,48.6
1023,4/6/2020,thesilverchef,332,11,1023,,,6,0.16285,48.6
1024,4/6/2020,thesilverchef,626,7,1024,,,6,0.147983333,48.6
1025,3/6/2020,thesilverchef,678,22,1025,salted egg,Snacks,7,0.137257143,48.6
1026,3/6/2020,thesilverchef,359,4,1026,bak kut teh,Chinese,3,0.203966667,48.6
1027,3/6/2020,thesilverchef,438,13,1027,,,4,0.556625,48.6
1028,2/6/2020,thesilverchef,913,18,1028,,,12,0.256033333,48.6
1029,2/6/2020,thesilverchef,1200,20,1029,,,13,0.255907692,48.6
1030,2/6/2020,thesilverchef,537,10,1030,,,6,0.197183333,48.6
1031,1/6/2020,thesilverchef,428,9,1031,,,4,0.291375,48.6
1032,1/6/2020,thesilverchef,595,4,1032,,,3,0,48.6
1033,1/6/2020,thesilverchef,288,1,1033,,,1,0.5859,48.6
1034,31/5/2020,thesilverchef,739,9,1034,,,4,0.460475,48.6
1035,31/5/2020,thesilverchef,1192,18,1035,udon,Japanese,11,0.195236364,48.6
1036,31/5/2020,thesilverchef,435,4,1036,,,3,0.2123,48.6
1037,31/5/2020,thesilverchef,353,0,1037,,,1,0,48.6
1038,30/5/2020,thesilverchef,461,4,1038,,,3,0,48.6
1039,30/5/2020,thesilverchef,557,23,1039,rib,Western,14,0.371407143,48.6
